author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062342/;Москва;sale;flat;24;24;5;205.5;139000000;Можайский;Можайское шоссе;22к1;Рабочий посёлок;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/309619938/;Москва;sale;flat;10;13;3;96.7;99500000;Пресненский; Сергея Макеева;9к3;Улица 1905 года;RedSide
Елена Кобзева;realtor;https://www.cian.ru/sale/flat/314611914/;Москва;sale;flat;11;12;2;46.4;12200000;Коптево; Лихоборские Бугры;14;Лихоборы;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306834640/;Москва;sale;flat;10;33;3;113.9;47000000;Тропарево-Никулино;проспект Вернадского;105к4;Юго-Западная;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308788985/;Москва;sale;flat;8;12;3;94.0;49000000;Видовая кв-ра в е Мосфильма3-комн. квартира;94 м²;;;
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/314870987/;Москва;sale;flat;31;38;3;75.5;42000000;Строгино; Маршала Катукова;24к1;Строгино;Янтарный город
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308136515/;Москва;sale;flat;6;12;3;120.9;72200000;Мещанский;Протопоповский переулок;17С2;Проспект Мира;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307116678/;Москва;sale;flat;4;8;4;132.0;91000000;Мещанский;Большой Сухаревский переулок;11;Сухаревская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302999320/;Москва;sale;flat;4;8;2;69.8;55155257;Хамовники;Смоленский бульвар;22/14;Смоленская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380690/;Москва;sale;flat;4;7;4;128.7;117000000;Таганский;Большая Андроньевская ;7;Площадь Ильича;The Mostman
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/309283093/;Москва;sale;flat;3;18;4;137.0;71900000;Пресненский;Шмитовский проезд;20;Москва-Сити;Дом на Пресне
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/311988383/;Москва;sale;flat;9;9;1;32.4;9490000;Теплый Стан;Профсоюзная ;152К4;Тёплый Стан;
Агентство недвижимости Елены Кузнецовой;real_estate_agent;https://www.cian.ru/sale/flat/313623687/;Москва;sale;flat;16;41;2;70.0;65000000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062335/;Москва;sale;flat;2;12;4;190.5;175000000;Раменки; Улофа Пальме;7;Минская;Lake House
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/314512206/;Москва;sale;flat;6;9;2;40.0;13650000;Гольяново;Байкальская ;15;Щёлковская;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/303584027/;Москва;sale;flat;2;13;3;120.0;160000000;Пресненский;2-я Черногрязская ;6к2;Улица 1905 года;RedSide
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/313896837/;Москва;sale;flat;11;11;2;58.9;12500000;; 1-я Нововатутинская;5;Ольховая;Новые Ватутинки, мкр. Центральный
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/314264164/;Москва;sale;flat;3;17;5;227.2;200000000;Раменки;Мосфильмовская ;70к7;Минская;Воробьевы Горы
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/314299175/;Москва;sale;flat;14;17;5;208.0;65000000;Раменки;Мичуринский проспект;19К2;Раменки;
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/312860804/;Москва;sale;flat;24;37;2;73.0;68490000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315440080/;Москва;sale;flat;22;31;5;174.0;96000000;Очаково-Матвеевское;Нежинская ;1к2;Давыдково;Кутузовская Ривьера
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/299724522/;Москва;sale;flat;4;9;4;160.0;88416825;Хамовники; Знаменка;13С1;Боровицкая;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315035052/;Москва;sale;flat;6;30;3;83.0;43000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/314605138/;Москва;sale;flat;2;4;3;69.0;52900000;Пресненский;Большой Патриарший переулок;12С2;Тверская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/305265335/;Москва;sale;flat;5;17;5;212.0;94990000;Раменки;Мичуринский проспект;19К1;Раменки;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/304963966/;Москва;sale;flat;3;12;2;65.6;82000000;Раменки;Мосфильмовская ;1к5;Ломоносовский проспект;Вишневый сад
Самолет Плюс;real_estate_agent;https://www.cian.ru/sale/flat/314106756/;Москва;sale;flat;22;22;2;58.1;14450000;Солнцево;Солнцевский проспект;1;Солнцево;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/314833395/;Москва;sale;flat;6;30;3;83.0;43000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
Агентство недвижимости Елены Кузнецовой;real_estate_agent;https://www.cian.ru/sale/flat/315082633/;Москва;sale;flat;31;41;4;136.0;135000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/315035593/;Москва;sale;flat;4;8;3;78.0;48000000;Замоскворечье;Татарская ;14;Павелецкая;
Time Property;real_estate_agent;https://www.cian.ru/sale/flat/314578436/;Москва;sale;flat;27;33;3;94.9;46900000;Аэропорт;Кочновский проезд;4к1;Гражданская;Аэробус
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/310230528/;Москва;sale;flat;7;8;5;260.0;190000000;Хамовники; Остоженка;5;Кропоткинская;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/314699560/;Москва;sale;flat;23;23;1;35.9;19400000;Лефортово;Красноказарменная ;14Ак2;Авиамоторная;Пётр I
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308350583/;Москва;sale;flat;14;20;3;132.5;125000000;Гагаринский; Косыгина;13к1;Воробьёвы горы;Фамильный дом Воробьево
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303065620/;Москва;sale;flat;15;15;2;69.7;38335000;Басманный; Новая Дорога;9;Электрозаводская;Bauman House
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/309249169/;Москва;sale;flat;3;8;4;165.0;156500000;Хамовники; Плющиха;22;Смоленская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315353023/;Москва;sale;flat;5;12;4;157.3;120000000;Семейный вариант в е Тверской4-комн. квартира;5/12 этаж;;;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/312464866/;Москва;sale;flat;2;9;4;105.0;59900000;Басманный; Земляной Вал;23С1;Курская;
Ильза Фомина;realtor;https://www.cian.ru/sale/flat/315414358/;Москва;sale;flat;5;12;2;38.4;16750000;Бутырский; Гончарова;5А;Тимирязевская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315353037/;Москва;sale;flat;3;14;4;154.2;193674950;Мещанский;Протопоповский переулок;10;Проспект Мира;Хортус Гармония
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/312276501/;Москва;sale;flat;17;20;4;124.0;90000000;Левобережный;Ленинградское шоссе;69к2;Беломорская;Aquatoria
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315493086/;Москва;sale;flat;9;9;4;107.0;42500000;Гагаринский;Ленинский проспект;79;Вавиловская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/312800599/;Москва;sale;flat;11;14;2;77.9;52000000;Гагаринский;Университетский проспект;6К4;Воробьёвы горы;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306167206/;Москва;sale;flat;1;14;4;129.0;54000000;Левобережный;;С2;Беломорская;Акватория ЖК
Антон Учитель;realtor;https://www.cian.ru/sale/flat/314429360/;Москва;sale;flat;5;6;5;200.0;115000000;Академический; Дмитрия Ульянова;31;Академическая;Пирамида
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/311821579/;Москва;sale;flat;10;15;5;178.1;145000000;Дорогомилово;Студенческая ;20к1;Студенческая;
Real Estate Solutions;real_estate_agent;https://www.cian.ru/sale/flat/314142597/;Москва;sale;flat;14;18;5;220.0;85000000;Раменки; Улофа Пальме;1с7;Минская;
Алексей Рыбаков;realtor;https://www.cian.ru/sale/flat/315139467/;Москва;sale;flat;3;5;3;56.2;12900000;Измайлово;Измайловский проезд;6К2;Измайловская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/311775017/;Москва;sale;flat;23;30;4;81.4;28367900;Южнопортовый;Волгоградский проспект;32/5к1;Угрешская;Метрополия
Real Estate Solutions;real_estate_agent;https://www.cian.ru/sale/flat/314142599/;Москва;sale;flat;4;7;4;120.1;127000000;Пресненский;Тверской бульвар;19;Тверская;
ID 10345338;realtor;https://www.cian.ru/sale/flat/314794936/;Москва;sale;flat;8;15;1;35.0;11900000;Коньково;Профсоюзная ;69;Беляево;Дом на Профсоюзной 69
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/311564457/;Москва;sale;flat;19;22;3;96.9;51500000;Кунцево;Молодогвардейская ;2К1;Кунцевская;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/314840141/;Москва;sale;flat;14;18;4;185.0;102500000;Басманный;набережная Академика Туполева;15;Бауманская;Каскад
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/310765033/;Москва;sale;flat;15;22;2;56.0;28450000;Раменки; Столетова;15;Раменки;Мичуринский
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/314833242/;Москва;sale;flat;8;8;5;224.0;145000000;Пресненский;Столярный переулок;2;Улица 1905 года;
Стоун Бридж эстейт;real_estate_agent;https://www.cian.ru/sale/flat/315369370/;Москва;sale;flat;13;18;2;82.79;29500000;Коптево;Большая Академическая ;67;Лихоборы;
Novel Estates;real_estate_agent;https://www.cian.ru/sale/flat/314242005/;Москва;sale;flat;24;25;1;54.0;11900000;; Радужная;14к3;Рассказовка;
CENTURY 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/309888239/;Москва;sale;flat;3;24;3;104.0;38399000;Хорошево-Мневники; Народного Ополчения;11;Народное Ополчение;Wellton park
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/312046846/;Москва;sale;flat;40;47;3;86.2;52500000;Бутырский;Новодмитровская ;2к7;Дмитровская;Савеловский Сити
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/314870839/;Москва;sale;flat;29;29;4;167.1;62500000;Строгино; Маршала Катукова;24к5;Строгино;Янтарный город
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/314979941/;Москва;sale;flat;6;30;2;82.0;43000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
Северная слобода;real_estate_agent;https://www.cian.ru/sale/flat/311350100/;Москва;sale;flat;1;4;3;89.6;36100000;Северный;Дмитровское шоссе;122Гк1;Физтех;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/309809118/;Москва;sale;flat;4;5;4;100.0;44000000;Тверской;2-й Волконский переулок;12;Цветной бульвар;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/313222800/;Москва;sale;flat;5;16;1;34.5;11600000;Котловка;Большая Черемушкинская ;9К3;Крымская;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/310531592/;Москва;sale;flat;2;22;2;57.8;14500000;Марьино;Поречная ;23;Марьино;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/315407172/;Москва;sale;flat;2;11;3;85.0;23000000;Бирюлево Восточное;6-я Радиальная ;3к2;Царицыно;Царицыно
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/311539383/;Москва;sale;flat;4;6;3;90.0;93950000;Арбат;Новинский бульвар;18к2;Смоленская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539703/;Москва;sale;flat;2;8;4;145.5;75000000;Тверской;Тверская ;29к2;Маяковская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/313806722/;Москва;sale;flat;5;5;5;223.0;126309750;Мещанский;Варсонофьевский переулок;6;Кузнецкий мост;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/236960194/;Москва;sale;flat;3;3;4;170.0;168413000;Мещанский;переулок Печатников;12;Трубная;Печатников 12
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/315466788/;Москва;sale;flat;9;9;2;40.0;13400000;Левобережный;Беломорская ;7К2;Беломорская;
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315147566/;Москва;sale;flat;2;7;5;183.0;135000000;Крылатское;Крылатская ;45К4;Крылатское;Долина грез
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307708790/;Москва;sale;flat;3;3;5;347.2;130000000;Раменки;Минская ;1Гк7;Ломоносовский проспект;
REPLACE;real_estate_agent;https://www.cian.ru/sale/flat/311374629/;Москва;sale;flat;19;20;4;124.5;149000000;Пресненский;Мантулинская ;9к6;Москва-Сити;City Park
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/314906983/;Москва;sale;flat;3;3;4;307.0;89970000;Тверской;Воротниковский переулок;8С1;Маяковская;
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/315249111/;Москва;sale;flat;8;14;3;93.0;96000000;Раменки;проспект Генерала Дорохова;39к1;Поклонная;Собрание клубных домов West Garden
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/313793743/;Москва;sale;flat;8;48;4;213.6;80000000;Хорошево-Мневники;проспект Маршала Жукова;78;Серебряный Бор;Континенталь
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315197715/;Москва;sale;flat;7;14;1;39.3;11790000;Люблино;Новороссийская ;24К1;Люблино;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062330/;Москва;sale;flat;18;19;5;227.4;189000000;Дорогомилово;Резервный проезд;4;Студенческая;Кутузовский
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/313185971/;Москва;sale;flat;17;21;3;85.0;120000000;Пресненский;Мантулинская ;9к6;Москва-Сити;City Park
Юлия Колесниченко;realtor;https://www.cian.ru/sale/flat/315461841/;Москва;sale;flat;9;14;1;32.0;14778000;Алексеевский; Космонавтов;10К2;ВДНХ;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/314088601/;Москва;sale;flat;2;4;2;73.0;69000000;Тверской;1-й Колобовский переулок;16С1;Трубная;
Самолет Плюс;real_estate_agent;https://www.cian.ru/sale/flat/315339903/;Москва;sale;flat;1;17;2;52.1;12900000;Отрадное;Алтуфьевское шоссе;26А;Дегунино;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/313281163/;Москва;sale;flat;3;5;2;90.0;80000000;Гагаринский;Андреевская набережная;1;Воробьёвы горы;
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/314871003/;Москва;sale;flat;12;19;5;182.0;145500000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315342338/;Москва;sale;flat;2;8;4;125.0;67500000;Мещанский;проспект Мира;48С6;Проспект Мира;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/310511556/;Москва;sale;flat;4;6;4;120.0;75499000;Басманный;Чистопрудный бульвар;12К2;Чистые пруды;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/313524628/;Москва;sale;flat;6;7;5;248.0;172970000;Тверской;Тверская ;28к1;Маяковская;
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/313623643/;Москва;sale;flat;9;9;3;80.0;45000000;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/314522554/;Москва;sale;flat;9;17;3;74.7;18000000;Некрасовка;проспект Защитников Москвы;12;Некрасовка;Некрасовка-Парк
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/314433652/;Москва;sale;flat;10;16;3;159.4;168000000;Арбат;1-й Смоленский переулок;17;Смоленская;Новопесковский
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/310098340/;Москва;sale;flat;38;40;2;115.4;66000000;Обручевский;Профсоюзная ;64к2;Новые Черёмушки;Дирижабль
ID 101389156;homeowner;https://www.cian.ru/sale/flat/301446877/;Москва;sale;flat;18;32;3;75.0;40000000;Ховрино; Дыбенко;7/1;Ховрино;Discovery Park
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/313092822/;Москва;sale;flat;3;3;4;170.2;168377580;Мещанский;переулок Печатников;12;Трубная;Печатников 12
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307711880/;Москва;sale;flat;2;6;4;170.0;99000000;Замоскворечье;1-й Новокузнецкий переулок;10С1;Павелецкая;
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/314994272/;Москва;sale;flat;3;9;2;44.0;18900000;Фили-Давыдково;Малая Филевская ;14К1;Пионерская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/295660041/;Москва;sale;flat;14;18;5;220.0;85000000;Раменки; Улофа Пальме;1с7;Минская;
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/315058514/;Москва;sale;flat;18;27;2;64.1;36990000;Раменки;Винницкая ;8к1;Раменки;Настоящее
ID 18328583;unknown;https://www.cian.ru/sale/flat/313165394/;Москва;sale;flat;5;9;3;96.5;32000000;Нагатино-Садовники;Каширский проезд;1/1;Варшавская;
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/302887557/;Москва;sale;flat;1;9;3;115.0;90000000;Тверской; Малая Дмитровка;15;Пушкинская;
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/307433320/;Москва;sale;flat;2;9;3;75.9;64000000;Пресненский;Малая Никитская ;16/5;Баррикадная;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/312588335/;Москва;sale;flat;6;6;3;80.0;36500000;Замоскворечье;Большая Серпуховская ;31К1;Серпуховская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/315037552/;Москва;sale;flat;3;6;4;174.2;180000000;Покровское-Стрешнево;Береговая ;4к10;Стрешнево;Покровский берег
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/309667524/;Москва;sale;flat;5;7;4;160.0;183000000;Якиманка; Большая Полянка;44;Полянка;Полянка/44
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315479980/;Москва;sale;flat;8;8;4;110.0;54700000;Красносельский;Большая Сухаревская площадь;16/18С1;Сухаревская;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294031984/;Москва;sale;flat;5;7;3;160.0;183000000;Якиманка; Большая Полянка;44;Полянка;Полянка/44
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/311426569/;Москва;sale;flat;6;18;4;163.6;80700000;Ломоносовский; Архитектора Власова;6;Профсоюзная;Вавилово
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/315354821/;Москва;sale;flat;14;32;4;147.5;85500000;Щукино;Авиационная ;79;Щукинская;Алые Паруса
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315353012/;Москва;sale;flat;8;22;4;181.0;73500000;Фили-Давыдково;Рублевское шоссе;11К2;Кунцевская;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/315509370/;Москва;sale;flat;2;9;1;33.6;8500000;Чертаново Северное;Чертановская ;11К2;Южная;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315488865/;Москва;sale;flat;3;8;4;95.0;65000000;Хамовники;Зубовский бульвар;16-20С1;Парк Культуры;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/309498067/;Москва;sale;flat;16;23;5;180.0;185000000;Беговой;Верхняя ;20к1;Белорусская;Суббота
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/309320318/;Москва;sale;flat;12;14;5;183.5;55000000;Нагатино-Садовники;Нагатинская ;15К3;Коломенская;
WIWESTATE;real_estate_agent;https://www.cian.ru/sale/flat/310665622/;Москва;sale;flat;11;15;3;81.3;38000000;Марьина роща;Октябрьская ;1;Достоевская;
Time Property;real_estate_agent;https://www.cian.ru/sale/flat/302645883/;Москва;sale;flat;13;14;4;130.0;64900000;Филевский парк;Филевский бульвар;24к3;Мнёвники;Ривер-Хаус
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/311541731/;Москва;sale;flat;6;16;4;111.9;97000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/313486945/;Москва;sale;flat;4;5;1;37.0;16200000;Кунцево;Полоцкая ;23;Молодёжная;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/314447135/;Москва;sale;flat;7;17;4;161.5;59700000;Раменки;Мичуринский проспект;19К1;Раменки;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/312997118/;Москва;sale;flat;1;9;3;112.8;90000000;Тверской; Малая Дмитровка;15;Пушкинская;
Виталий Устинов;realtor;https://www.cian.ru/sale/flat/312511276/;Москва;sale;flat;9;25;2;43.0;28000000;Нагатинский затон; Корабельная;5А;Нагатинский Затон;Ривер Парк Коломенское
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/313806808/;Москва;sale;flat;8;14;3;92.1;96705000;Раменки;проспект Генерала Дорохова;39к1;Поклонная;Собрание клубных домов West Garden
CENTURY 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/315493732/;Москва;sale;flat;30;39;4;106.0;43800000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308058150/;Москва;sale;flat;3;12;3;200.0;194000000;Тверской;1-й Тверской-Ямской переулок;11;Маяковская;
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/314412952/;Москва;sale;flat;2;16;3;101.0;158700000;Раменки;Воробьевское шоссе;4С1;Поклонная;Воробьёв Дом
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/314870821/;Москва;sale;flat;6;7;3;82.0;32000000;Даниловский;2-й Автозаводский проезд;5;Автозаводская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304964041/;Москва;sale;flat;4;9;3;59.0;12450000;Ярославский;Палехская ;12;Свиблово;
Евгений Сопов;realtor;https://www.cian.ru/sale/flat/314417356/;Москва;sale;flat;16;25;2;73.5;49800000;Раменки; Янковского;1к3;Аминьевская;Событие
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/313976161/;Москва;sale;flat;8;33;5;150.0;52000000;Нагатино-Садовники;1-й Нагатинский проезд;11к3;Нагатинская;Скай Форт
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/314866404/;Москва;sale;flat;12;18;3;105.0;44500000;Кунцево;Ельнинская ;11К3;Молодёжная;Изумрудная долина III
EMERALD ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/314775089/;Москва;sale;flat;3;8;3;110.9;139000000;Раменки;Мосфильмовская ;1к4;Ломоносовский проспект;Вишневый сад
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/315262396/;Москва;sale;flat;3;30;2;80.0;41500000;Очаково-Матвеевское;Нежинская ;1к3;Давыдково;Кутузовская Ривьера
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/312981803/;Москва;sale;flat;3;11;3;90.0;48500000;Хамовники; Хамовнический Вал;2;Лужники;
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/315466713/;Москва;sale;flat;9;9;3;61.0;23300000;Аэропорт; Усиевича;25К1;Сокол;
UINVEST;real_estate_agent;https://www.cian.ru/sale/flat/314030765/;Москва;sale;flat;4;11;2;64.0;23500000;Северное Бутово;Феодосийская ;7к5;Бульвар Дмитрия Донского;Гринада
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/314439270/;Москва;sale;flat;4;6;4;150.0;147000000;Басманный;Казарменный переулок;3С6;Курская;
ID 13078775;homeowner;https://www.cian.ru/sale/flat/309036462/;Москва;sale;flat;8;8;3;61.5;26100000;Москворечье-Сабурово;переулок 1-й Котляковский;2Ак3;Варшавская;LIFE Варшавская
EverVale;real_estate_agent;https://www.cian.ru/sale/flat/314170299/;Москва;sale;flat;33;37;3;64.0;34990000;Раменки;Мосфильмовская ;98к2;Аминьевская;Огни
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/312488854/;Москва;sale;flat;2;12;3;64.2;22500000;Строгино;Строгинский бульвар;14К3;Строгино;
Webster;real_estate_agent;https://www.cian.ru/sale/flat/313037555/;Москва;sale;flat;12;48;4;170.5;79000000;Обручевский;Ленинский проспект;111к1;Новаторская;Well House на Ленинском
EverVale;real_estate_agent;https://www.cian.ru/sale/flat/313178606/;Москва;sale;flat;27;37;3;60.0;33700000;Раменки;Мосфильмовская ;98к2;Аминьевская;Огни
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/315188668/;Москва;sale;flat;14;19;3;98.3;62500000;Хорошево-Мневники;Шелепихинская набережная;34к2зд2;Шелепиха;Сердце Столицы
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304793503/;Москва;sale;flat;13;19;4;136.0;100000000;Раменки;Ломоносовский проспект;29к3;Ломоносовский проспект;Квартал Шуваловский
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/312284900/;Москва;sale;flat;2;9;3;119.4;112236000;Таганский;Серебрянический переулок;6;Китай-город;Титул на Серебрянической
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/314933173/;Москва;sale;flat;6;6;3;100.0;60000000;Тверской;1-й Тверской-Ямской переулок;16;Маяковская;
Webster;real_estate_agent;https://www.cian.ru/sale/flat/309889746/;Москва;sale;flat;7;21;3;105.7;95000000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
ID 100854674;realtor;https://www.cian.ru/sale/flat/314713047/;Москва;sale;flat;16;43;2;68.0;49900000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/313524636/;Москва;sale;flat;5;5;4;100.0;52500000;Хамовники; Ефремова;21;Спортивная;
Prime;real_estate_agent;https://www.cian.ru/sale/flat/310156607/;Москва;sale;flat;28;30;3;115.0;48900000;Сокол; Врубеля;8;Панфиловская;Поселок художников
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/314561278/;Москва;sale;flat;13;27;3;75.4;42000000;Проспект Вернадского; Лобачевского;92К2;Мичуринский проспект;
